path	first_code_line	exports_sample
components/messages/UserToolResultMessage/UserToolSuccessMessage.tsx	import { feature } from 'bun:bundle';	UserToolSuccessMessage
components/messages/UserToolResultMessage/utils.tsx	import { c as _c } from "react/compiler-runtime";	useGetToolFromMessages
components/messages/nullRenderingAttachments.ts	import type { Attachment } from 'src/utils/attachments.js'	NullRenderingAttachmentType, isNullRenderingAttachment
components/messages/teamMemCollapsed.tsx	import { c as _c } from "react/compiler-runtime";	checkHasTeamMemOps, TeamMemCountParts
components/messages/teamMemSaved.ts	import type { SystemMemorySavedMessage } from '../../types/message.js'	teamMemSavedPart
components/permissions/AskUserQuestionPermissionRequest/AskUserQuestionPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	AskUserQuestionPermissionRequest
components/permissions/AskUserQuestionPermissionRequest/PreviewBox.tsx	import { c as _c } from "react/compiler-runtime";	PreviewBox
components/permissions/AskUserQuestionPermissionRequest/PreviewQuestionView.tsx	import figures from 'figures';	PreviewQuestionView
components/permissions/AskUserQuestionPermissionRequest/QuestionNavigationBar.tsx	import { c as _c } from "react/compiler-runtime";	QuestionNavigationBar
components/permissions/AskUserQuestionPermissionRequest/QuestionView.tsx	import { c as _c } from "react/compiler-runtime";	QuestionView
components/permissions/AskUserQuestionPermissionRequest/SubmitQuestionsView.tsx	import { c as _c } from "react/compiler-runtime";	SubmitQuestionsView
components/permissions/AskUserQuestionPermissionRequest/use-multiple-choice-state.ts	import { useCallback, useReducer } from 'react'	AnswerValue, QuestionState, MultipleChoiceState, useMultipleChoiceState
components/permissions/BashPermissionRequest/BashPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	BashPermissionRequest
components/permissions/BashPermissionRequest/bashToolUseOptions.tsx	import { BASH_TOOL_NAME } from '../../../tools/BashTool/toolName.js';	BashToolUseOption, bashToolUseOptions
components/permissions/ComputerUseApproval/ComputerUseApproval.tsx	import { c as _c } from "react/compiler-runtime";	ComputerUseApproval
components/permissions/EnterPlanModePermissionRequest/EnterPlanModePermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	EnterPlanModePermissionRequest
components/permissions/ExitPlanModePermissionRequest/ExitPlanModePermissionRequest.tsx	import { feature } from 'bun:bundle';	buildPermissionUpdates, autoNameSessionFromPlan, ExitPlanModePermissionRequest
components/permissions/FallbackPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	FallbackPermissionRequest
components/permissions/FileEditPermissionRequest/FileEditPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	FileEditPermissionRequest
components/permissions/FilePermissionDialog/FilePermissionDialog.tsx	import { relative } from 'path';	FilePermissionDialogProps, FilePermissionDialog
components/permissions/FilePermissionDialog/ideDiffConfig.ts	import type { ToolInput } from './useFilePermissionDialog.js'	FileEdit, IDEDiffConfig, IDEDiffChangeInput, IDEDiffSupport, createSingleEditDiffConfig
components/permissions/FilePermissionDialog/permissionOptions.tsx	import { homedir } from 'os';	isInClaudeFolder, isInGlobalClaudeFolder, PermissionOption, PermissionOptionWithLabel, FileOperationType, getFilePermissionOptions
components/permissions/FilePermissionDialog/useFilePermissionDialog.ts	import { useCallback, useMemo, useState } from 'react'	ToolInput, UseFilePermissionDialogProps, UseFilePermissionDialogResult, useFilePermissionDialog
components/permissions/FilePermissionDialog/usePermissionHandler.ts	import {	PermissionHandlerParams, PermissionHandlerOptions, PERMISSION_HANDLERS
components/permissions/FileWritePermissionRequest/FileWritePermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	FileWritePermissionRequest
components/permissions/FileWritePermissionRequest/FileWriteToolDiff.tsx	import { c as _c } from "react/compiler-runtime";	FileWriteToolDiff
components/permissions/FilesystemPermissionRequest/FilesystemPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	FilesystemPermissionRequest
components/permissions/NotebookEditPermissionRequest/NotebookEditPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	NotebookEditPermissionRequest
components/permissions/NotebookEditPermissionRequest/NotebookEditToolDiff.tsx	import { c as _c } from "react/compiler-runtime";	NotebookEditToolDiff
components/permissions/PermissionDecisionDebugInfo.tsx	import { c as _c } from "react/compiler-runtime";	
components/permissions/PermissionDialog.tsx	import { c as _c } from "react/compiler-runtime";	PermissionDialog
components/permissions/PermissionExplanation.tsx	import { c as _c } from "react/compiler-runtime";	usePermissionExplainerUI, PermissionExplainerContent
components/permissions/PermissionPrompt.tsx	import { c as _c } from "react/compiler-runtime";	FeedbackType, PermissionPromptOption, ToolAnalyticsContext, PermissionPromptProps, PermissionPrompt
components/permissions/PermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	PermissionRequestProps, ToolUseConfirm
components/permissions/PermissionRequestTitle.tsx	import { c as _c } from "react/compiler-runtime";	PermissionRequestTitle
components/permissions/PermissionRuleExplanation.tsx	import { c as _c } from "react/compiler-runtime";	PermissionRuleExplanationProps, PermissionRuleExplanation
components/permissions/PowerShellPermissionRequest/PowerShellPermissionRequest.tsx	import React, { useCallback, useEffect, useMemo, useRef, useState } from 'react';	PowerShellPermissionRequest
components/permissions/PowerShellPermissionRequest/powershellToolUseOptions.tsx	import { POWERSHELL_TOOL_NAME } from '../../../tools/PowerShellTool/toolName.js';	PowerShellToolUseOption, powershellToolUseOptions
components/permissions/SandboxPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	SandboxPermissionRequestProps, SandboxPermissionRequest
components/permissions/SedEditPermissionRequest/SedEditPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	SedEditPermissionRequest
components/permissions/SkillPermissionRequest/SkillPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	SkillPermissionRequest
components/permissions/WebFetchPermissionRequest/WebFetchPermissionRequest.tsx	import { c as _c } from "react/compiler-runtime";	WebFetchPermissionRequest
components/permissions/WorkerBadge.tsx	import { c as _c } from "react/compiler-runtime";	WorkerBadgeProps, WorkerBadge
components/permissions/WorkerPendingPermission.tsx	import { c as _c } from "react/compiler-runtime";	WorkerPendingPermission
components/permissions/hooks.ts	import { feature } from 'bun:bundle'	UnaryEvent, usePermissionRequestLogging
components/permissions/rules/AddPermissionRules.tsx	import { c as _c } from "react/compiler-runtime";	optionForPermissionSaveDestination, AddPermissionRules
components/permissions/rules/AddWorkspaceDirectory.tsx	import { c as _c } from "react/compiler-runtime";	AddWorkspaceDirectory
components/permissions/rules/PermissionRuleDescription.tsx	import { c as _c } from "react/compiler-runtime";	PermissionRuleDescription
components/permissions/rules/PermissionRuleInput.tsx	import { c as _c } from "react/compiler-runtime";	PermissionRuleInputProps, PermissionRuleInput
components/permissions/rules/PermissionRuleList.tsx	import { c as _c } from "react/compiler-runtime";	
components/permissions/rules/RecentDenialsTab.tsx	import { c as _c } from "react/compiler-runtime";	RecentDenialsTab
components/permissions/rules/RemoveWorkspaceDirectory.tsx	import { c as _c } from "react/compiler-runtime";	RemoveWorkspaceDirectory
components/permissions/rules/WorkspaceTab.tsx	import { c as _c } from "react/compiler-runtime";	WorkspaceTab
components/permissions/shellPermissionHelpers.tsx	import { basename, sep } from 'path';	generateShellSuggestionsLabel
components/permissions/useShellPermissionFeedback.ts	import { useState } from 'react'	useShellPermissionFeedback
components/permissions/utils.ts	import { getHostPlatformForAnalytics } from '../../utils/env.js'	logUnaryPermissionEvent
components/sandbox/SandboxConfigTab.tsx	import { c as _c } from "react/compiler-runtime";	SandboxConfigTab
components/sandbox/SandboxDependenciesTab.tsx	import { c as _c } from "react/compiler-runtime";	SandboxDependenciesTab
components/sandbox/SandboxDoctorSection.tsx	import { c as _c } from "react/compiler-runtime";	SandboxDoctorSection
components/sandbox/SandboxOverridesTab.tsx	import { c as _c } from "react/compiler-runtime";	SandboxOverridesTab
components/sandbox/SandboxSettings.tsx	import { c as _c } from "react/compiler-runtime";	SandboxSettings
components/shell/ExpandShellOutputContext.tsx	import { c as _c } from "react/compiler-runtime";	ExpandShellOutputProvider, useExpandShellOutput
components/shell/OutputLine.tsx	import { c as _c } from "react/compiler-runtime";	tryFormatJson, tryJsonFormatContent, linkifyUrlsInText, OutputLine, stripUnderlineAnsi
components/shell/ShellProgressMessage.tsx	import { c as _c } from "react/compiler-runtime";	ShellProgressMessage
components/shell/ShellTimeDisplay.tsx	import { c as _c } from "react/compiler-runtime";	ShellTimeDisplay
components/skills/SkillsMenu.tsx	import { c as _c } from "react/compiler-runtime";	SkillsMenu
components/tasks/AsyncAgentDetailDialog.tsx	import { c as _c } from "react/compiler-runtime";	AsyncAgentDetailDialog
components/tasks/BackgroundTask.tsx	import { c as _c } from "react/compiler-runtime";	BackgroundTask
components/tasks/BackgroundTaskStatus.tsx	import { c as _c } from "react/compiler-runtime";	BackgroundTaskStatus
components/tasks/BackgroundTasksDialog.tsx	import { c as _c } from "react/compiler-runtime";	BackgroundTasksDialog
components/tasks/DreamDetailDialog.tsx	import { c as _c } from "react/compiler-runtime";	DreamDetailDialog
components/tasks/InProcessTeammateDetailDialog.tsx	import { c as _c } from "react/compiler-runtime";	InProcessTeammateDetailDialog
components/tasks/RemoteSessionDetailDialog.tsx	import { c as _c } from "react/compiler-runtime";	formatToolUseSummary
components/tasks/RemoteSessionProgress.tsx	import { c as _c } from "react/compiler-runtime";	formatReviewStageCounts, RemoteSessionProgress
components/tasks/ShellDetailDialog.tsx	import { c as _c } from "react/compiler-runtime";	ShellDetailDialog
components/tasks/ShellProgress.tsx	import { c as _c } from "react/compiler-runtime";	TaskStatusText, ShellProgress
components/tasks/renderToolActivity.tsx	import React from 'react';	renderToolActivity
components/tasks/taskStatusUtils.tsx	import figures from 'figures';	isTerminalStatus, getTaskStatusIcon, getTaskStatusColor, describeTeammateActivity, shouldHideTasksFooter
components/teams/TeamStatus.tsx	import { c as _c } from "react/compiler-runtime";	TeamStatus
components/teams/TeamsDialog.tsx	import { c as _c } from "react/compiler-runtime";	TeamsDialog
components/ui/OrderedList.tsx	import { c as _c } from "react/compiler-runtime";	OrderedList
components/ui/OrderedListItem.tsx	import { c as _c } from "react/compiler-runtime";	OrderedListItemContext, OrderedListItem
components/ui/TreeSelect.tsx	import { c as _c } from "react/compiler-runtime";	TreeNode, TreeSelectProps, TreeSelect
components/wizard/WizardDialogLayout.tsx	import { c as _c } from "react/compiler-runtime";	WizardDialogLayout
components/wizard/WizardNavigationFooter.tsx	import React, { type ReactNode } from 'react';	WizardNavigationFooter
components/wizard/WizardProvider.tsx	import { c as _c } from "react/compiler-runtime";	WizardContext, WizardProvider
components/wizard/index.ts	export type {	useWizard, WizardDialogLayout, WizardNavigationFooter, WizardProvider
components/wizard/useWizard.ts	import { useContext } from 'react'	useWizard
constants/apiLimits.ts	export const API_IMAGE_MAX_BASE64_SIZE = 5 * 1024 * 1024 // 5 MB	API_IMAGE_MAX_BASE64_SIZE, IMAGE_TARGET_RAW_SIZE, IMAGE_MAX_WIDTH, IMAGE_MAX_HEIGHT, PDF_TARGET_RAW_SIZE, API_PDF_MAX_PAGES, PDF_EXTRACT_SIZE_THRESHOLD, PDF_MAX_EXTRACT_SIZE (+3)
constants/betas.ts	import { feature } from 'bun:bundle'	CLAUDE_CODE_20250219_BETA_HEADER, INTERLEAVED_THINKING_BETA_HEADER, CONTEXT_1M_BETA_HEADER, CONTEXT_MANAGEMENT_BETA_HEADER, STRUCTURED_OUTPUTS_BETA_HEADER, WEB_SEARCH_BETA_HEADER, TOOL_SEARCH_BETA_HEADER_1P, TOOL_SEARCH_BETA_HEADER_3P (+12)
constants/common.ts	import memoize from 'lodash-es/memoize.js'	getLocalISODate, getSessionStartDate, getLocalMonthYear
constants/cyberRiskInstruction.ts	export const CYBER_RISK_INSTRUCTION = `IMPORTANT: Assist with authorized security testing, defensive security, CTF chall	CYBER_RISK_INSTRUCTION
constants/errorIds.ts	export const E_TOOL_USE_SUMMARY_GENERATION_FAILED = 344	E_TOOL_USE_SUMMARY_GENERATION_FAILED
constants/figures.ts	import { env } from '../utils/env.js'	BLACK_CIRCLE, BULLET_OPERATOR, TEARDROP_ASTERISK, UP_ARROW, DOWN_ARROW, LIGHTNING_BOLT, EFFORT_LOW, EFFORT_MEDIUM (+17)
constants/files.ts	export const BINARY_EXTENSIONS = new Set([	BINARY_EXTENSIONS, hasBinaryExtension, isBinaryContent
constants/github-app.ts	export const PR_TITLE = 'Add Claude Code GitHub Workflow'	PR_TITLE, GITHUB_ACTION_SETUP_DOCS_URL, WORKFLOW_CONTENT, PR_BODY, CODE_REVIEW_PLUGIN_WORKFLOW_CONTENT
constants/keys.ts	import { isEnvTruthy } from '../utils/envUtils.js'	getGrowthBookClientKey
constants/messages.ts	export const NO_CONTENT_MESSAGE = '(no content)'	NO_CONTENT_MESSAGE
constants/oauth.ts	import { isEnvTruthy } from 'src/utils/envUtils.js'	fileSuffixForOauthConfig, CLAUDE_AI_INFERENCE_SCOPE, CLAUDE_AI_PROFILE_SCOPE, OAUTH_BETA_HEADER, CONSOLE_OAUTH_SCOPES, CLAUDE_AI_OAUTH_SCOPES, ALL_OAUTH_SCOPES, MCP_CLIENT_METADATA_URL (+1)
constants/outputStyles.ts	import figures from 'figures'	OutputStyleConfig, OutputStyles, DEFAULT_OUTPUT_STYLE_NAME, OUTPUT_STYLE_CONFIG, getAllOutputStyles
constants/product.ts	export const PRODUCT_URL = 'https://claude.com/claude-code'	PRODUCT_URL, CLAUDE_AI_BASE_URL, CLAUDE_AI_STAGING_BASE_URL, CLAUDE_AI_LOCAL_BASE_URL, isRemoteSessionStaging, isRemoteSessionLocal, getClaudeAiBaseUrl, getRemoteSessionUrl
constants/prompts.ts	import { type as osType, version as osVersion, release as osRelease } from 'os'	CLAUDE_CODE_DOCS_MAP_URL, SYSTEM_PROMPT_DYNAMIC_BOUNDARY, prependBullets
constants/spinnerVerbs.ts	import { getInitialSettings } from '../utils/settings/settings.js'	getSpinnerVerbs, SPINNER_VERBS
constants/system.ts	import { feature } from 'bun:bundle'	CLISyspromptPrefix, CLI_SYSPROMPT_PREFIXES, getCLISyspromptPrefix, getAttributionHeader
constants/systemPromptSections.ts	import {	systemPromptSection, DANGEROUS_uncachedSystemPromptSection, resolveSystemPromptSections, clearSystemPromptSections
constants/toolLimits.ts	export const DEFAULT_MAX_RESULT_SIZE_CHARS = 50_000	DEFAULT_MAX_RESULT_SIZE_CHARS, MAX_TOOL_RESULT_TOKENS, BYTES_PER_TOKEN, MAX_TOOL_RESULT_BYTES, MAX_TOOL_RESULTS_PER_MESSAGE_CHARS, TOOL_SUMMARY_MAX_LENGTH
constants/tools.ts	import { feature } from 'bun:bundle'	ALL_AGENT_DISALLOWED_TOOLS, CUSTOM_AGENT_DISALLOWED_TOOLS, ASYNC_AGENT_ALLOWED_TOOLS, IN_PROCESS_TEAMMATE_ALLOWED_TOOLS, COORDINATOR_MODE_ALLOWED_TOOLS
constants/turnCompletionVerbs.ts	export const TURN_COMPLETION_VERBS = [	TURN_COMPLETION_VERBS
constants/xml.ts	export const COMMAND_NAME_TAG = 'command-name'	COMMAND_NAME_TAG, COMMAND_MESSAGE_TAG, COMMAND_ARGS_TAG, BASH_INPUT_TAG, BASH_STDOUT_TAG, BASH_STDERR_TAG, LOCAL_COMMAND_STDOUT_TAG, LOCAL_COMMAND_STDERR_TAG (+25)
context.ts	import { feature } from 'bun:bundle'	getSystemPromptInjection, setSystemPromptInjection, getGitStatus, getSystemContext, getUserContext
context/QueuedMessageContext.tsx	import { c as _c } from "react/compiler-runtime";	useQueuedMessage, QueuedMessageProvider
context/fpsMetrics.tsx	import { c as _c } from "react/compiler-runtime";	FpsMetricsProvider, useFpsMetrics
context/mailbox.tsx	import { c as _c } from "react/compiler-runtime";	MailboxProvider, useMailbox
context/modalContext.tsx	import { c as _c } from "react/compiler-runtime";	ModalContext, useIsInsideModal, useModalOrTerminalSize, useModalScrollRef
context/notifications.tsx	import type * as React from 'react';	Notification, useNotifications
context/overlayContext.tsx	import { c as _c } from "react/compiler-runtime";	useRegisterOverlay, useIsOverlayActive, useIsModalOverlayActive
context/promptOverlayContext.tsx	import { c as _c } from "react/compiler-runtime";	PromptOverlayData, PromptOverlayProvider, usePromptOverlay, usePromptOverlayDialog, useSetPromptOverlay, useSetPromptOverlayDialog
context/stats.tsx	import { c as _c } from "react/compiler-runtime";	StatsStore, createStatsStore, StatsContext, StatsProvider, useStats, useCounter, useGauge, useTimer (+1)
context/voice.tsx	import { c as _c } from "react/compiler-runtime";	VoiceState, VoiceProvider, useVoiceState, useSetVoiceState, useGetVoiceState
coordinator/coordinatorMode.ts	import { feature } from 'bun:bundle'	isCoordinatorMode, matchSessionMode, getCoordinatorUserContext, getCoordinatorSystemPrompt
cost-tracker.ts	import type { BetaUsage as Usage } from '@anthropic-ai/sdk/resources/beta/messages/messages.mjs'	getStoredSessionCosts, restoreCostStateForSession, saveCurrentSessionCosts, formatTotalCost
costHook.ts	import { useEffect } from 'react'	useCostSummary
dialogLaunchers.tsx	import React from 'react';	launchSnapshotUpdateDialog, launchInvalidSettingsDialog, launchAssistantSessionChooser, launchAssistantInstallWizard, launchTeleportResumeWrapper, launchTeleportRepoMismatchDialog, launchResumeChooser
entrypoints/agentSdkTypes.ts	import type {	tool, createSdkMcpServer, AbortError, query, query, query, unstable_v2_createSession, unstable_v2_resumeSession (+7)
entrypoints/cli.tsx	import { feature } from 'bun:bundle';	
entrypoints/init.ts	import { profileCheckpoint } from '../utils/startupProfiler.js'	init
entrypoints/mcp.ts	import { Server } from '@modelcontextprotocol/sdk/server/index.js'	startMCPServer
entrypoints/sandboxTypes.ts	import { z } from 'zod/v4'	SandboxNetworkConfigSchema, SandboxFilesystemConfigSchema, SandboxSettingsSchema, SandboxSettings, SandboxNetworkConfig, SandboxFilesystemConfig, SandboxIgnoreViolations
entrypoints/sdk/controlSchemas.ts	import { z } from 'zod/v4'	JSONRPCMessagePlaceholder, SDKHookCallbackMatcherSchema, SDKControlInitializeRequestSchema, SDKControlInitializeResponseSchema, SDKControlInterruptRequestSchema, SDKControlPermissionRequestSchema, SDKControlSetPermissionModeRequestSchema, SDKControlSetModelRequestSchema (+5)
entrypoints/sdk/coreSchemas.ts	import { z } from 'zod/v4'	ModelUsageSchema, OutputFormatTypeSchema, BaseOutputFormatSchema, JsonSchemaOutputFormatSchema, OutputFormatSchema, ApiKeySourceSchema, ConfigScopeSchema, SdkBetaSchema (+17)
entrypoints/sdk/coreTypes.ts	export type {	HOOK_EVENTS, EXIT_REASONS
history.ts	import { appendFile, writeFile } from 'fs/promises'	getPastedTextRefNumLines, formatPastedTextRef, formatImageRef, parseReferences, expandPastedTextRefs, TimestampedHistoryEntry
hooks/fileSuggestions.ts	import { statSync } from 'fs'	onIndexBuildComplete, clearFileSuggestionCaches, pathListSignature
hooks/notifs/useAutoModeUnavailableNotification.ts	import { feature } from 'bun:bundle'	useAutoModeUnavailableNotification
hooks/notifs/useCanSwitchToExistingSubscription.tsx	import * as React from 'react';	useCanSwitchToExistingSubscription
hooks/notifs/useDeprecationWarningNotification.tsx	import { c as _c } from "react/compiler-runtime";	useDeprecationWarningNotification
hooks/notifs/useFastModeNotification.tsx	import { c as _c } from "react/compiler-runtime";	useFastModeNotification
hooks/notifs/useIDEStatusIndicator.tsx	import { c as _c } from "react/compiler-runtime";	useIDEStatusIndicator
hooks/notifs/useInstallMessages.tsx	import { checkInstall } from 'src/utils/nativeInstaller/index.js';	useInstallMessages
hooks/notifs/useLspInitializationNotification.tsx	import { c as _c } from "react/compiler-runtime";	useLspInitializationNotification
hooks/notifs/useMcpConnectivityStatus.tsx	import { c as _c } from "react/compiler-runtime";	useMcpConnectivityStatus
hooks/notifs/useModelMigrationNotifications.tsx	import type { Notification } from 'src/context/notifications.js';	useModelMigrationNotifications
hooks/notifs/useNpmDeprecationNotification.tsx	import { isInBundledMode } from 'src/utils/bundledMode.js';	useNpmDeprecationNotification
hooks/notifs/usePluginAutoupdateNotification.tsx	import { c as _c } from "react/compiler-runtime";	usePluginAutoupdateNotification
hooks/notifs/usePluginInstallationStatus.tsx	import { c as _c } from "react/compiler-runtime";	usePluginInstallationStatus
hooks/notifs/useRateLimitWarningNotification.tsx	import { c as _c } from "react/compiler-runtime";	useRateLimitWarningNotification
hooks/notifs/useSettingsErrors.tsx	import { c as _c } from "react/compiler-runtime";	useSettingsErrors
hooks/notifs/useStartupNotification.ts	import { useEffect, useRef } from 'react'	useStartupNotification
hooks/notifs/useTeammateShutdownNotification.ts	import { useEffect, useRef } from 'react'	useTeammateLifecycleNotification
hooks/renderPlaceholder.ts	import chalk from 'chalk'	renderPlaceholder
hooks/toolPermission/PermissionContext.ts	import { feature } from 'bun:bundle'	
hooks/toolPermission/handlers/coordinatorHandler.ts	import { feature } from 'bun:bundle'	handleCoordinatorPermission
hooks/toolPermission/handlers/interactiveHandler.ts	import { feature } from 'bun:bundle'	
hooks/toolPermission/handlers/swarmWorkerHandler.ts	import { feature } from 'bun:bundle'	handleSwarmWorkerPermission
hooks/toolPermission/permissionLogging.ts	import { feature } from 'bun:bundle'	isCodeEditingTool, buildCodeEditToolAttributes, logPermissionDecision
hooks/unifiedSuggestions.ts	import Fuse from 'fuse.js'	generateUnifiedSuggestions
hooks/useAfterFirstRender.ts	import { useEffect } from 'react'	useAfterFirstRender
hooks/useApiKeyVerification.ts	import { useCallback, useState } from 'react'	VerificationStatus, ApiKeyVerificationResult, useApiKeyVerification
hooks/useArrowKeyHistory.tsx	import React, { useCallback, useRef, useState } from 'react';	HistoryMode, useArrowKeyHistory
hooks/useAssistantHistory.ts	import { randomUUID } from 'crypto'	useAssistantHistory
hooks/useAwaySummary.ts	import { feature } from 'bun:bundle'	useAwaySummary
hooks/useBackgroundTaskNavigation.ts	import { useEffect, useRef } from 'react'	useBackgroundTaskNavigation
hooks/useBlink.ts	import { type DOMElement, useAnimationFrame, useTerminalFocus } from '../ink.js'	useBlink
hooks/useCanUseTool.tsx	import { c as _c } from "react/compiler-runtime";	CanUseToolFn
hooks/useCancelRequest.ts	import { useCallback, useRef } from 'react'	CancelRequestHandler
hooks/useChromeExtensionNotification.tsx	import * as React from 'react';	useChromeExtensionNotification
hooks/useClaudeCodeHintRecommendation.tsx	import { c as _c } from "react/compiler-runtime";	useClaudeCodeHintRecommendation
hooks/useClipboardImageHint.ts	import { useEffect, useRef } from 'react'	useClipboardImageHint
hooks/useCommandKeybindings.tsx	import { c as _c } from "react/compiler-runtime";	CommandKeybindingHandlers
hooks/useCommandQueue.ts	import { useSyncExternalStore } from 'react'	useCommandQueue
hooks/useCopyOnSelect.ts	import { useEffect, useRef } from 'react'	useCopyOnSelect, useSelectionBgColor
hooks/useDeferredHookMessages.ts	import { useCallback, useEffect, useRef } from 'react'	useDeferredHookMessages
hooks/useDiffData.ts	import type { StructuredPatchHunk } from 'diff'	DiffFile, DiffData, useDiffData
hooks/useDiffInIDE.ts	import { randomUUID } from 'crypto'	useDiffInIDE, computeEditsFromContents
hooks/useDirectConnect.ts	import { useCallback, useEffect, useMemo, useRef } from 'react'	useDirectConnect
hooks/useDoublePress.ts	import { useCallback, useEffect, useRef } from 'react'	DOUBLE_PRESS_TIMEOUT_MS, useDoublePress
hooks/useDynamicConfig.ts	import React from 'react'	useDynamicConfig
hooks/useElapsedTime.ts	import { useCallback, useSyncExternalStore } from 'react'	useElapsedTime
hooks/useExitOnCtrlCD.ts	import { useCallback, useMemo, useState } from 'react'	ExitState, useExitOnCtrlCD
hooks/useExitOnCtrlCDWithKeybindings.ts	import { useKeybindings } from '../keybindings/useKeybinding.js'	useExitOnCtrlCDWithKeybindings
hooks/useFileHistorySnapshotInit.ts	import { useEffect, useRef } from 'react'	useFileHistorySnapshotInit
hooks/useGlobalKeybindings.tsx	import { feature } from 'bun:bundle';	GlobalKeybindingHandlers
hooks/useHistorySearch.ts	import { feature } from 'bun:bundle'	useHistorySearch
hooks/useIDEIntegration.tsx	import { c as _c } from "react/compiler-runtime";	useIDEIntegration
hooks/useIdeAtMentioned.ts	import { useEffect, useRef } from 'react'	IDEAtMentioned, useIdeAtMentioned
hooks/useIdeConnectionStatus.ts	import { useMemo } from 'react'	IdeStatus, useIdeConnectionStatus
hooks/useIdeLogging.ts	import { useEffect } from 'react'	useIdeLogging
hooks/useIdeSelection.ts	import { useEffect, useRef } from 'react'	SelectionPoint, SelectionData, IDESelection, useIdeSelection
hooks/useInboxPoller.ts	import { randomUUID } from 'crypto'	useInboxPoller
hooks/useInputBuffer.ts	import { useCallback, useRef, useState } from 'react'	BufferEntry, UseInputBufferProps, UseInputBufferResult, useInputBuffer
hooks/useIssueFlagBanner.ts	import { useMemo, useRef } from 'react'	isSessionContainerCompatible, hasFrictionSignal, useIssueFlagBanner
hooks/useLogMessages.ts	import type { UUID } from 'crypto'	useLogMessages
hooks/useLspPluginRecommendation.tsx	import { c as _c } from "react/compiler-runtime";	LspRecommendationState, useLspPluginRecommendation
hooks/useMailboxBridge.ts	import { useCallback, useEffect, useMemo, useSyncExternalStore } from 'react'	useMailboxBridge
hooks/useMainLoopModel.ts	import { useEffect, useReducer } from 'react'	useMainLoopModel
hooks/useManagePlugins.ts	import { useCallback, useEffect } from 'react'	useManagePlugins
hooks/useMemoryUsage.ts	import { useState } from 'react'	MemoryUsageStatus, MemoryUsageInfo, useMemoryUsage
hooks/useMergedClients.ts	import uniqBy from 'lodash-es/uniqBy.js'	mergeClients, useMergedClients
hooks/useMergedCommands.ts	import uniqBy from 'lodash-es/uniqBy.js'	useMergedCommands
hooks/useMergedTools.ts	import { useMemo } from 'react'	useMergedTools
hooks/useMinDisplayTime.ts	import { useEffect, useRef, useState } from 'react'	useMinDisplayTime
hooks/useNotifyAfterTimeout.ts	import { useEffect } from 'react'	DEFAULT_INTERACTION_THRESHOLD_MS, useNotifyAfterTimeout
hooks/useOfficialMarketplaceNotification.tsx	import * as React from 'react';	useOfficialMarketplaceNotification
hooks/usePasteHandler.ts	import { basename } from 'path'	usePasteHandler
hooks/usePluginRecommendationBase.tsx	import { c as _c } from "react/compiler-runtime";	usePluginRecommendationBase, installPluginAndNotify
hooks/usePrStatus.ts	import { useEffect, useRef, useState } from 'react'	PrStatusState, usePrStatus
hooks/usePromptSuggestion.ts	import { useCallback, useRef } from 'react'	usePromptSuggestion
hooks/usePromptsFromClaudeInChrome.tsx	import { c as _c } from "react/compiler-runtime";	usePromptsFromClaudeInChrome
hooks/useQueueProcessor.ts	import { useEffect, useSyncExternalStore } from 'react'	useQueueProcessor
hooks/useRemoteSession.ts	import { useCallback, useEffect, useMemo, useRef } from 'react'	useRemoteSession
hooks/useReplBridge.tsx	import { feature } from 'bun:bundle';	BRIDGE_FAILURE_DISMISS_MS, useReplBridge
hooks/useSSHSession.ts	import { randomUUID } from 'crypto'	useSSHSession
hooks/useScheduledTasks.ts	import { useEffect, useRef } from 'react'	useScheduledTasks
hooks/useSearchInput.ts	import { useCallback, useState } from 'react'	useSearchInput
hooks/useSessionBackgrounding.ts	import { useCallback, useEffect, useRef } from 'react'	useSessionBackgrounding
hooks/useSettings.ts	import { type AppState, useAppState } from '../state/AppState.js'	ReadonlySettings, useSettings
hooks/useSettingsChange.ts	import { useCallback, useEffect } from 'react'	useSettingsChange
hooks/useSkillImprovementSurvey.ts	import { useCallback, useRef, useState } from 'react'	useSkillImprovementSurvey
hooks/useSkillsChange.ts	import { useCallback, useEffect } from 'react'	useSkillsChange
hooks/useSwarmInitialization.ts	import { useEffect } from 'react'	useSwarmInitialization
hooks/useSwarmPermissionPoller.ts	import { useCallback, useEffect, useRef } from 'react'	PermissionResponseCallback, registerPermissionCallback, unregisterPermissionCallback, hasPermissionCallback, clearAllPendingCallbacks, processMailboxPermissionResponse, SandboxPermissionResponseCallback, registerSandboxPermissionCallback (+2)
